priority_score,normalized_name,canonical_name,lookup_count,is_ready,allergens,diets,blocked_diets,reason_codes,top_surface_forms,datasets,review_status,review_notes
1475,milk chocolate sugar milk cocoa butter chocolate lactose lecithin pgpr natural and artificial flavor,"milk chocolate sugar, milk, cocoa butter, chocolate, lactose, lecithin , pgpr, natural and artificial flavor",20,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form | review:ambiguous_generic,"milk chocolate (sugar, milk, cocoa butter, chocolate, lactose, lecithin (soy), pgpr, natural and artificial flavor) (20)",usda_only_train:14 | usda_only_holdout:4 | usda_only_val:2,,
1440,chicken flavor,chicken flavor,205,no,,Gluten-free,Pescatarian | Vegan | Vegetarian,diet_block:meat | evidence:surface_form | review:ambiguous_generic,"chicken flavor (104) | chicken flavor (maltodextrin, chicken broth, salt, flavors) (14) | chicken flavor (chicken stock, salt, hydrolyzed soy protein, flavoring, autolyzed yeast extract, chicken fat, cooked chicken powder, whey protein concentrate, citric acid) (11) | chicken flavor (chicken broth, flavor, salt) (9) | chicken flavor (.biscuit mix: enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), shortening (high oleic canola oil, hydrogenated cottonseed oil, citric acid), cultured buttermilk powder, sodium bicarbonate, dextrose, salt, monocalcium phosphate, sodium aluminum phosphate, natural flavors, natural butter flavor (7)",usda_only_train:143 | usda_only_val:40 | usda_only_holdout:22,,
1435,vegetable oil,vegetable oil,28325,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form | review:ambiguous_generic | review:generic_oil,"vegetable oil (2056) | vegetable oil (palm, soybean and/or cottonseed oils) (1284) | vegetable oils (canola, sunflower and/or soybean) (1255) | vegetable oil (soybean and palm oil with tbhq ) (1235) | vegetable oil (soybean and/or canola oil) (928)",usda_only_train:19145 | usda_only_val:4788 | usda_only_holdout:4263 | openfoodfacts_targeted:126 | openfoodfacts_examples:2 | dish_ingredient_rows:1,,
1435,vegetable shortening,vegetable shortening,5148,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form | review:ambiguous_generic,"vegetable shortening (soybean oil, palm oil, and hydrogenated cottonseed oil) (452) | vegetable shortening (palm oil) (238) | vegetable shortening (soybean and palm oil, hydrogenated palm oil, fractionated palm oil, water, mono and diglycerides, tbhq and citric acid preservatives , beta carotene ) (211) | vegetable shortening (palm and soybean oils, mono and diglycerides, polysorbate 60) (193) | vegetable shortening (palm oil, mono- and diglycerides, polysorbate 60) (136)",usda_only_train:3553 | usda_only_val:804 | usda_only_holdout:786 | openfoodfacts_targeted:5,,
1435,palm and soybean oils with tbhq and citric acid to protect flavor,palm and soybean oils with tbhq and citric acid to protect flavor,929,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | review:ambiguous_generic,palm and soybean oils with tbhq and citric acid to protect flavor (929),usda_only_train:630 | usda_only_val:169 | usda_only_holdout:128 | openfoodfacts_targeted:2,,
1435,grill flavor,grill flavor,114,no,soy,Vegan | Vegetarian | Pescatarian | Gluten-free,,allergen:soy | evidence:surface_form | review:ambiguous_generic,grill flavor (from sunflower oil) (50) | grill flavor (partially hydrogenated soybean/cottonseed oil) (25) | grill flavor (18) | grill flavor (from partially hydrogenated soybean/cottonseed oil) (12) | grill flavor (from partially hydrogenated soybean and cottonseed oil) (5),usda_only_train:76 | usda_only_holdout:23 | usda_only_val:14 | openfoodfacts_targeted:1,,
1235,bht and citric acid to help protect flavor,bht and citric acid to help protect flavor,19,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,bht and citric acid to help protect flavor (14) | bht and citric acid (preservative) to help protect flavor (5),usda_only_train:14 | usda_only_val:4 | usda_only_holdout:1,,
1235,citric acid to protect flavor,citric acid to protect flavor,19,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,citric acid to protect flavor (19),usda_only_train:8 | usda_only_val:6 | usda_only_holdout:5,,
1235,vegan natural flavor,vegan natural flavor,19,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,vegan natural flavors (19),usda_only_train:15 | usda_only_holdout:3 | usda_only_val:1,,
1235,and artificial flavor,and artificial flavor,18,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,and artificial flavor (18),usda_only_train:15 | usda_only_holdout:3,,
1235,natural strawberry flavor,natural strawberry flavor,18,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural strawberry flavor (18),usda_only_train:10 | usda_only_holdout:4 | usda_only_val:3 | openfoodfacts_targeted:1,,
1235,palm and canola oil with tbhq and citric acid to protect flavor,palm and canola oil with tbhq and citric acid to protect flavor,18,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,palm and canola oil with tbhq and citric acid to protect flavor (18),usda_only_train:16 | usda_only_val:1 | usda_only_holdout:1,,
1235,flavoring maltodextrin and natural flavor,flavoring maltodextrin and natural flavor,17,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,flavoring maltodextrin and natural flavor (17),usda_only_train:13 | usda_only_holdout:3 | usda_only_val:1,,
1235,mandarin orange flavor,mandarin orange flavor,17,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,mandarin orange flavor (17),usda_only_train:12 | usda_only_val:2 | usda_only_holdout:2 | openfoodfacts_targeted:1,,
1235,natural and artifical flavor,natural and artifical flavor,17,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural and artifical flavor (10) | natural and artifical flavors (7),usda_only_train:11 | usda_only_val:4 | usda_only_holdout:2,,
1235,natural banana flavor,natural banana flavor,17,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural banana flavor (17),usda_only_train:10 | usda_only_val:3 | usda_only_holdout:3 | openfoodfacts_targeted:1,,
1235,seasoning mix,seasoning mix,17,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic | review:product_style,"seasoning mix (corn syrup solids, tomato powder, modified corn starch, salt, sugar, spices, dextrose, onion powder, garlic powder, xanthan gum, flavoring maltodextrin, natural flavor (7) | seasoning mix (sugar, dehydrated vinegar, ginger powder, five spice cinnamon, ginger, fennel, anise and caraway , garlic powder, black pepper) (6) | seasoning mix (powdered brown sugar sugar, cane molasses, invert sugar , soy sauce powder soy sauce fermented soybeans and salt , maltodextrin and salt) (4)",usda_only_train:8 | usda_only_holdout:7 | usda_only_val:2,,
1235,sugar and natural flavor,sugar and natural flavor,17,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,sugar and natural flavor (17),usda_only_train:12 | usda_only_holdout:3 | usda_only_val:2,,
1235,enzymes natural flavor,enzymes natural flavor,16,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,enzymes natural flavor (16),usda_only_train:9 | usda_only_holdout:4 | usda_only_val:3,,
1235,flavor maltodextrin,flavor maltodextrin,16,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,flavor maltodextrin (16),usda_only_train:10 | usda_only_val:6,,
1235,gluten free flavor,gluten-free flavor,16,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,gluten-free flavors (8) | gluten-free flavor (5) | gluten-free flavors* (3),usda_only_train:14 | usda_only_val:1 | usda_only_holdout:1,,
1235,maple flavor,maple flavor,16,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,"maple flavor (10) | maple flavor (caramel color, coffee, foenugreek and ethavan extracts) (6)",usda_only_train:12 | usda_only_holdout:3 | usda_only_val:1,,
1235,spices including mustard seed,spices including mustard seed,16,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spices including mustard seed (16),usda_only_train:12 | usda_only_holdout:3 | usda_only_val:1,,
1235,natural peppermint flavor,natural peppermint flavor,15,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural peppermint flavor (14) | natural peppermint flavor) (1),usda_only_train:11 | usda_only_val:2 | usda_only_holdout:2,,
1235,seasoning blend organic cane sugar,seasoning blend organic cane sugar,15,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,organic seasoning blend organic cane sugar (15),usda_only_train:13 | usda_only_val:1 | usda_only_holdout:1,,
1235,seasoning corn syrup solid,seasoning corn syrup solid,15,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning corn syrup solids (15),usda_only_train:10 | usda_only_val:3 | usda_only_holdout:2,,
1235,seasoning potassium chloride,seasoning potassium chloride,15,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning potassium chloride (15),usda_only_train:11 | usda_only_val:2 | usda_only_holdout:2,,
1235,natural blueberry flavor,natural blueberry flavor,14,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural blueberry flavor (14),usda_only_train:11 | usda_only_holdout:2 | openfoodfacts_targeted:1,,
1235,natural lime flavor,natural lime flavor,14,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural lime flavor (12) | natural lime flavors (2),usda_only_train:10 | usda_only_val:3 | usda_only_holdout:1,,
1235,spice mix sea salt,spice mix sea salt,14,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spice mix sea salt (14),usda_only_train:7 | usda_only_val:5 | usda_only_holdout:2,,
1235,tocopherols added to protect flavor,tocopherols added to protect flavor,14,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,tocopherols added to protect flavor (14),usda_only_train:10 | usda_only_holdout:2 | openfoodfacts_targeted:2,,
1235,artifical flavor,artifical flavor,13,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,artifical flavor (13),usda_only_train:7 | usda_only_holdout:4 | usda_only_val:2,,
1235,including smoke flavor,including smoke flavor,13,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,including smoke flavor (13),usda_only_train:11 | usda_only_val:1 | usda_only_holdout:1,,
1235,seasoning dehydrated onion,seasoning dehydrated onion,13,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,seasoning dehydrated onion (13),usda_only_train:9 | usda_only_val:2 | usda_only_holdout:2,,
1235,and vanillin artificial flavor,and vanillin artificial flavor,12,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,and vanillin artificial flavor (12),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:2,,
1235,edta to protect flavor,edta to protect flavor,12,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,edta to protect flavor (12),usda_only_train:7 | usda_only_val:4 | usda_only_holdout:1,,
1235,natural and artificial orange flavor,natural and artificial orange flavor,12,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural and artificial orange flavor (12),usda_only_train:8 | usda_only_val:3 | usda_only_holdout:1,,
1235,natural raspberry flavor,natural raspberry flavor,12,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural raspberry flavor (10) | natural raspberry flavor (wonf) (2),usda_only_train:8 | usda_only_holdout:2 | usda_only_val:1 | openfoodfacts_targeted:1,,
1235,natural tomato flavor,natural tomato flavor,12,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural tomato flavor (12),usda_only_train:9 | usda_only_val:2 | usda_only_holdout:1,,
1235,natural woodsmoke flavor,natural woodsmoke flavor,12,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,natural woodsmoke flavor (12),usda_only_train:9 | usda_only_val:3,,
1235,spice mix cultured sugar,spice mix cultured sugar,12,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spice mix cultured sugar (12),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:2,,
1235,spice oil,spice oil,12,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spice oils (12),usda_only_train:8 | usda_only_val:2 | usda_only_holdout:2,,
1235,spices including chili pepper,spices including chili pepper,12,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spices including chili pepper (10) | spices including chili peppers (2),usda_only_train:10 | usda_only_val:1 | usda_only_holdout:1,,
1235,spices including organic paprika,spices including organic paprika,12,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,organic spices including organic paprika (12),usda_only_train:7 | usda_only_holdout:3 | usda_only_val:2,,
1235,spices including red pepper,spices including red pepper,12,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,spices including red pepper (12),usda_only_train:7 | usda_only_val:3 | usda_only_holdout:2,,
1235,tbhq and citric acid to preserve flavor,tbhq and citric acid to preserve flavor,12,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,tbhq and citric acid to preserve flavor (12),usda_only_train:7 | usda_only_val:3 | usda_only_holdout:2,,
1235,flavor base,flavor base,11,no,,Vegan | Vegetarian | Pescatarian | Gluten-free,,review:ambiguous_generic,"flavor base (corn syrup, water, sugar, arabic gum, natural flavor, citric acid) (6) | flavor base ( corn syrup, sugar, water, natural flavor, salt, potassium sorbate, citric acid, yellow 5, yellow 6) (5)",usda_only_train:8 | usda_only_val:2 | usda_only_holdout:1,,
